idx,kind,water,dist,step,seg,amp,amp0,accel,sh_amp,sh_cyc,zz_amp,zz_cyc,tilt_deg,tilt_cyc,vz_amp,vz_cyc
394,tilt,0.055,0.3989,7,29,,,,,,,,11.24,1.0,,
395,curve,0.065,0.3661,6,33,0.0686,0.0397,,,,,,,,,
396,stop,0.065,0.3477,7,29,,,3,,,,,,,,
397,shake,0.075,0.3629,7,29,,,,0.0325,3.82,,,,,,
398,zigzag,0.075,0.3175,6,33,,,,,,0.095,1.83,,,,
399,tilt,0.085,0.2635,7,29,,,,,,,,8.33,1.0,,
400,curve,0.075,0.3962,7,29,0.0629,0.0732,,,,,,,,,
401,stop,0.075,0.2967,8,25,,,3,,,,,,,,
402,shake,0.055,0.2888,5,40,,,,0.0464,2.1,,,,,,
403,zigzag,0.075,0.2592,7,29,,,,,,0.081,2.27,,,,
404,tilt,0.055,0.3103,8,25,,,,,,,,12.81,0.0,,
405,curve,0.055,0.3302,8,25,0.17,0.0373,,,,,,,,,
406,stop,0.085,0.2423,7,29,,,3,,,,,,,,
407,shake,0.075,0.3778,7,29,,,,0.0362,3.21,,,,,,
408,zigzag,0.055,0.3257,5,40,,,,,,0.0632,1.77,,,,
409,tilt,0.055,0.3485,8,25,,,,,,,,10.49,0.0,,
410,curve,0.085,0.3869,5,40,0.1173,0.0486,,,,,,,,,
411,stop,0.055,0.329,5,40,,,2,,,,,,,,
412,shake,0.055,0.3936,8,25,,,,0.0381,2.19,,,,,,
413,zigzag,0.085,0.3891,5,40,,,,,,0.0607,1.34,,,,
414,tilt,0.065,0.3441,5,40,,,,,,,,9.44,2.0,,
415,curve,0.055,0.2511,7,29,0.0655,0.0691,,,,,,,,,
416,stop,0.085,0.3006,5,40,,,3,,,,,,,,
417,shake,0.065,0.3873,7,29,,,,0.0256,2.68,,,,,,
418,zigzag,0.065,0.3307,6,33,,,,,,0.0944,2.77,,,,
419,tilt,0.075,0.2832,5,40,,,,,,,,9.59,1.0,,
420,curve,0.085,0.3046,8,25,0.1322,0.0489,,,,,,,,,
421,stop,0.055,0.3628,8,25,,,2,,,,,,,,
422,shake,0.085,0.3971,5,40,,,,0.0234,3.06,,,,,,
423,zigzag,0.075,0.2827,8,25,,,,,,0.1059,2.76,,,,
424,tilt,0.065,0.2545,6,33,,,,,,,,7.42,2.0,,
425,curve,0.085,0.2846,7,29,0.1639,0.0688,,,,,,,,,
426,stop,0.075,0.3474,8,25,,,3,,,,,,,,
427,shake,0.065,0.288,8,25,,,,0.0391,3.06,,,,,,
428,zigzag,0.085,0.3734,7,29,,,,,,0.1059,1.39,,,,
429,tilt,0.055,0.334,5,40,,,,,,,,6.34,0.0,,
430,curve,0.055,0.3094,7,29,0.1171,0.0722,,,,,,,,,
431,stop,0.055,0.3423,6,33,,,3,,,,,,,,
432,shake,0.075,0.3433,7,29,,,,0.0482,3.32,,,,,,
433,zigzag,0.085,0.3691,8,25,,,,,,0.0676,2.67,,,,
434,tilt,0.055,0.3223,7,29,,,,,,,,9.6,0.0,,
435,curve,0.075,0.2614,5,40,0.1704,0.0414,,,,,,,,,
436,stop,0.075,0.2498,6,33,,,2,,,,,,,,
437,shake,0.075,0.2845,8,25,,,,0.0431,2.56,,,,,,
438,zigzag,0.075,0.3717,5,40,,,,,,0.0641,2.45,,,,
439,tilt,0.075,0.3568,5,40,,,,,,,,7.23,2.0,,
440,curve,0.065,0.3425,7,29,0.084,0.0355,,,,,,,,,
441,stop,0.085,0.2851,8,25,,,2,,,,,,,,
442,shake,0.075,0.3119,5,40,,,,0.0232,2.79,,,,,,
443,zigzag,0.075,0.3242,7,29,,,,,,0.0606,1.13,,,,
444,tilt,0.085,0.38,7,29,,,,,,,,9.78,0.0,,
445,curve,0.065,0.3481,6,33,0.1621,0.0553,,,,,,,,,
446,stop,0.085,0.3398,8,25,,,3,,,,,,,,
447,shake,0.075,0.3639,5,40,,,,0.0447,1.59,,,,,,
448,zigzag,0.065,0.2928,5,40,,,,,,0.1017,2.63,,,,
449,tilt,0.055,0.2778,8,25,,,,,,,,11.46,0.0,,
450,curve,0.055,0.3048,5,40,0.1674,0.0249,,,,,,,,,
451,stop,0.065,0.3656,8,25,,,3,,,,,,,,
452,shake,0.065,0.2773,6,33,,,,0.0231,2.13,,,,,,
453,zigzag,0.055,0.3472,5,40,,,,,,0.094,2.79,,,,
454,tilt,0.085,0.3588,6,33,,,,,,,,10.17,2.0,,
455,curve,0.055,0.3945,6,33,0.1637,0.076,,,,,,,,,
456,stop,0.075,0.3037,7,29,,,3,,,,,,,,
457,shake,0.055,0.2454,7,29,,,,0.0396,2.21,,,,,,
458,zigzag,0.075,0.2484,8,25,,,,,,0.0827,1.91,,,,
459,tilt,0.075,0.3627,5,40,,,,,,,,8.66,1.0,,
460,curve,0.055,0.3319,5,40,0.1382,0.0649,,,,,,,,,
461,stop,0.065,0.3021,5,40,,,2,,,,,,,,
462,shake,0.065,0.395,7,29,,,,0.0342,2.13,,,,,,
463,zigzag,0.085,0.2726,8,25,,,,,,0.0832,1.19,,,,
464,tilt,0.065,0.3601,7,29,,,,,,,,8.28,2.0,,
465,curve,0.075,0.3937,8,25,0.0897,0.0265,,,,,,,,,
466,stop,0.085,0.2426,6,33,,,2,,,,,,,,
467,shake,0.055,0.3299,6,33,,,,0.0372,3.84,,,,,,
468,zigzag,0.085,0.2658,7,29,,,,,,0.0873,2.38,,,,
469,tilt,0.075,0.2727,5,40,,,,,,,,13.72,1.0,,
470,curve,0.055,0.3633,5,40,0.0923,0.0657,,,,,,,,,
471,stop,0.055,0.34,6,33,,,3,,,,,,,,
472,shake,0.075,0.2431,6,33,,,,0.0349,3.45,,,,,,
473,zigzag,0.085,0.2608,6,33,,,,,,0.048,2.2,,,,
474,tilt,0.085,0.256,6,33,,,,,,,,10.57,0.0,,
475,curve,0.055,0.3856,8,25,0.1516,0.062,,,,,,,,,
476,stop,0.055,0.26,6,33,,,2,,,,,,,,
477,shake,0.055,0.2613,5,40,,,,0.026,3.44,,,,,,
478,zigzag,0.055,0.3597,6,33,,,,,,0.0796,2.03,,,,
479,tilt,0.085,0.322,6,33,,,,,,,,11.22,1.0,,
480,curve,0.085,0.2872,8,25,0.0924,0.0432,,,,,,,,,
481,stop,0.065,0.336,8,25,,,2,,,,,,,,
482,shake,0.065,0.3891,7,29,,,,0.046,2.62,,,,,,
483,zigzag,0.075,0.3418,5,40,,,,,,0.1153,2.0,,,,
484,tilt,0.065,0.3382,8,25,,,,,,,,11.9,1.0,,
485,curve,0.065,0.2562,5,40,0.0844,0.056,,,,,,,,,
486,stop,0.085,0.343,8,25,,,2,,,,,,,,
487,shake,0.075,0.3906,5,40,,,,0.0254,2.73,,,,,,
488,zigzag,0.055,0.3818,8,25,,,,,,0.0792,1.22,,,,
489,tilt,0.065,0.3595,8,25,,,,,,,,7.52,2.0,,
490,curve,0.055,0.3158,5,40,0.0967,0.04,,,,,,,,,
491,stop,0.055,0.3396,7,29,,,3,,,,,,,,
492,shake,0.055,0.2755,8,25,,,,0.0336,3.73,,,,,,
493,zigzag,0.085,0.3749,8,25,,,,,,0.0422,1.06,,,,
494,tilt,0.065,0.3184,6,33,,,,,,,,11.18,1.0,,
495,curve,0.085,0.3018,6,33,0.1656,0.0613,,,,,,,,,
496,stop,0.065,0.3421,8,25,,,3,,,,,,,,
497,shake,0.085,0.2462,7,29,,,,0.0467,3.65,,,,,,
498,zigzag,0.055,0.352,7,29,,,,,,0.0736,2.89,,,,
499,tilt,0.075,0.391,7,29,,,,,,,,11.66,2.0,,
500,curve,0.075,0.3645,5,40,0.0555,0.0611,,,,,,,,,
501,stop,0.075,0.3155,7,29,,,2,,,,,,,,
502,shake,0.075,0.332,8,25,,,,0.0277,2.56,,,,,,
503,zigzag,0.065,0.381,8,25,,,,,,0.0544,2.14,,,,
504,tilt,0.075,0.2961,7,29,,,,,,,,6.62,1.0,,
505,curve,0.085,0.354,5,40,0.0836,0.0473,,,,,,,,,
506,stop,0.075,0.3146,8,25,,,3,,,,,,,,
507,shake,0.085,0.3299,8,25,,,,0.0464,1.71,,,,,,
508,zigzag,0.055,0.2486,6,33,,,,,,0.0654,1.96,,,,
509,tilt,0.085,0.2541,5,40,,,,,,,,13.76,0.0,,
510,curve,0.055,0.361,5,40,0.1277,0.0593,,,,,,,,,
511,stop,0.065,0.3051,8,25,,,2,,,,,,,,
512,shake,0.065,0.2835,7,29,,,,0.0461,2.41,,,,,,
513,zigzag,0.085,0.2863,8,25,,,,,,0.1141,2.23,,,,
514,tilt,0.055,0.264,7,29,,,,,,,,6.03,2.0,,
515,curve,0.075,0.3989,8,25,0.1243,0.052,,,,,,,,,
516,stop,0.055,0.2977,7,29,,,3,,,,,,,,
517,shake,0.075,0.2412,6,33,,,,0.0434,3.52,,,,,,
518,zigzag,0.055,0.3706,6,33,,,,,,0.048,1.14,,,,
519,tilt,0.055,0.2756,5,40,,,,,,,,9.22,0.0,,
520,curve,0.085,0.3358,7,29,0.1234,0.0341,,,,,,,,,
521,stop,0.065,0.3584,8,25,,,2,,,,,,,,
522,shake,0.055,0.3647,5,40,,,,0.0331,2.71,,,,,,
523,zigzag,0.075,0.2598,8,25,,,,,,0.0487,1.03,,,,
524,tilt,0.055,0.2554,8,25,,,,,,,,12.46,2.0,,
525,curve,0.065,0.2808,7,29,0.1551,0.022,,,,,,,,,
526,stop,0.065,0.3699,8,25,,,2,,,,,,,,
527,shake,0.055,0.3787,5,40,,,,0.0453,3.43,,,,,,
528,zigzag,0.085,0.373,6,33,,,,,,0.0709,1.02,,,,
529,tilt,0.075,0.2559,7,29,,,,,,,,9.17,0.0,,
530,curve,0.065,0.3477,6,33,0.1325,0.055,,,,,,,,,
531,stop,0.055,0.2928,8,25,,,3,,,,,,,,
532,shake,0.085,0.2964,5,40,,,,0.0224,3.31,,,,,,
533,zigzag,0.065,0.2696,6,33,,,,,,0.0568,2.73,,,,
534,tilt,0.075,0.262,6,33,,,,,,,,6.31,1.0,,
535,curve,0.075,0.2709,8,25,0.1795,0.0229,,,,,,,,,
536,stop,0.065,0.3576,5,40,,,2,,,,,,,,
537,shake,0.055,0.2483,6,33,,,,0.0351,3.22,,,,,,
538,zigzag,0.075,0.2504,7,29,,,,,,0.1196,1.37,,,,
539,tilt,0.085,0.3846,5,40,,,,,,,,9.2,1.0,,
540,curve,0.055,0.3731,8,25,0.1643,0.0336,,,,,,,,,
541,stop,0.085,0.2699,8,25,,,3,,,,,,,,
542,shake,0.065,0.4,7,29,,,,0.0265,1.54,,,,,,
543,zigzag,0.085,0.375,7,29,,,,,,0.094,1.35,,,,
544,tilt,0.075,0.3621,6,33,,,,,,,,9.36,1.0,,
545,curve,0.075,0.2819,7,29,0.1422,0.0547,,,,,,,,,
546,stop,0.075,0.3345,6,33,,,3,,,,,,,,
547,shake,0.075,0.3668,6,33,,,,0.0449,2.53,,,,,,
548,zigzag,0.065,0.3691,8,25,,,,,,0.0522,1.02,,,,
549,tilt,0.075,0.3486,8,25,,,,,,,,13.69,0.0,,
550,curve,0.065,0.2929,7,29,0.1664,0.067,,,,,,,,,
551,stop,0.085,0.3519,6,33,,,2,,,,,,,,
552,shake,0.065,0.3826,8,25,,,,0.0293,1.78,,,,,,
553,zigzag,0.085,0.3551,6,33,,,,,,0.1,1.73,,,,
554,tilt,0.055,0.2768,8,25,,,,,,,,10.25,2.0,,
555,curve,0.075,0.287,7,29,0.0587,0.0452,,,,,,,,,
556,stop,0.075,0.3946,7,29,,,3,,,,,,,,
557,shake,0.075,0.2914,5,40,,,,0.0337,2.72,,,,,,
558,zigzag,0.055,0.3462,5,40,,,,,,0.0943,1.13,,,,
559,tilt,0.085,0.2846,6,33,,,,,,,,9.64,2.0,,
560,curve,0.055,0.2674,8,25,0.1085,0.0269,,,,,,,,,
561,stop,0.065,0.3298,5,40,,,3,,,,,,,,
562,shake,0.075,0.3992,6,33,,,,0.0242,3.35,,,,,,
563,zigzag,0.055,0.316,6,33,,,,,,0.0841,2.58,,,,
564,tilt,0.065,0.3534,8,25,,,,,,,,7.19,2.0,,
565,curve,0.065,0.3718,5,40,0.097,0.0377,,,,,,,,,
566,stop,0.055,0.3442,8,25,,,3,,,,,,,,
567,shake,0.085,0.2534,5,40,,,,0.0498,3.38,,,,,,
568,zigzag,0.075,0.391,7,29,,,,,,0.107,2.6,,,,
569,tilt,0.075,0.3943,8,25,,,,,,,,12.18,1.0,,
570,curve,0.075,0.3819,7,29,0.162,0.0625,,,,,,,,,
571,stop,0.055,0.3272,7,29,,,2,,,,,,,,
572,shake,0.055,0.372,6,33,,,,0.0338,3.33,,,,,,
573,zigzag,0.055,0.3249,5,40,,,,,,0.0602,2.48,,,,
574,tilt,0.075,0.2999,8,25,,,,,,,,6.06,2.0,,
575,curve,0.075,0.3813,8,25,0.088,0.0336,,,,,,,,,
576,stop,0.065,0.2955,7,29,,,3,,,,,,,,
577,shake,0.065,0.356,8,25,,,,0.0222,2.88,,,,,,
578,zigzag,0.055,0.3734,8,25,,,,,,0.1137,2.23,,,,
579,tilt,0.055,0.3349,7,29,,,,,,,,12.24,2.0,,
580,curve,0.055,0.274,7,29,0.0623,0.0688,,,,,,,,,
581,stop,0.055,0.2594,8,25,,,3,,,,,,,,
582,shake,0.075,0.378,5,40,,,,0.037,1.54,,,,,,
583,zigzag,0.085,0.3701,7,29,,,,,,0.0557,2.05,,,,
584,tilt,0.075,0.39,6,33,,,,,,,,7.34,1.0,,
585,curve,0.085,0.3663,8,25,0.148,0.0541,,,,,,,,,
586,stop,0.085,0.3424,6,33,,,3,,,,,,,,
587,shake,0.085,0.3971,7,29,,,,0.0344,3.51,,,,,,
588,zigzag,0.085,0.2784,7,29,,,,,,0.0867,1.22,,,,
589,tilt,0.085,0.3811,5,40,,,,,,,,8.61,2.0,,
590,curve,0.055,0.358,5,40,0.0803,0.0512,,,,,,,,,
591,stop,0.075,0.3922,6,33,,,3,,,,,,,,
592,shake,0.085,0.3034,6,33,,,,0.0203,2.81,,,,,,
593,zigzag,0.075,0.3154,8,25,,,,,,0.1168,2.49,,,,
594,tilt,0.085,0.3045,8,25,,,,,,,,10.11,1.0,,
595,curve,0.075,0.3009,6,33,0.0611,0.0473,,,,,,,,,
596,stop,0.075,0.2458,5,40,,,2,,,,,,,,
597,shake,0.085,0.364,8,25,,,,0.0452,3.54,,,,,,
598,zigzag,0.065,0.2762,6,33,,,,,,0.1151,2.19,,,,
599,tilt,0.065,0.2812,5,40,,,,,,,,13.17,1.0,,
600,curve,0.075,0.2493,6,33,0.0964,0.0734,,,,,,,,,
601,stop,0.075,0.2585,5,40,,,3,,,,,,,,
602,shake,0.065,0.2812,5,40,,,,0.0445,2.05,,,,,,
603,zigzag,0.065,0.367,6,33,,,,,,0.0645,2.87,,,,
604,tilt,0.085,0.2619,6,33,,,,,,,,13.92,0.0,,
605,curve,0.075,0.3432,7,29,0.095,0.021,,,,,,,,,
606,stop,0.055,0.3578,7,29,,,3,,,,,,,,
607,shake,0.085,0.3822,7,29,,,,0.0327,3.07,,,,,,
608,zigzag,0.085,0.3217,8,25,,,,,,0.0404,2.17,,,,
609,tilt,0.065,0.3747,7,29,,,,,,,,12.36,1.0,,
610,curve,0.065,0.2971,6,33,0.1117,0.0336,,,,,,,,,
611,stop,0.075,0.3559,7,29,,,2,,,,,,,,
612,shake,0.075,0.3274,6,33,,,,0.0376,2.85,,,,,,
613,zigzag,0.085,0.3116,5,40,,,,,,0.0645,2.14,,,,
614,tilt,0.065,0.2854,8,25,,,,,,,,6.0,2.0,,
615,curve,0.075,0.2733,7,29,0.1107,0.0394,,,,,,,,,
616,stop,0.055,0.3567,7,29,,,3,,,,,,,,
617,shake,0.055,0.3977,7,29,,,,0.0389,3.23,,,,,,
618,zigzag,0.055,0.3528,5,40,,,,,,0.1135,2.46,,,,
619,tilt,0.065,0.3645,8,25,,,,,,,,13.96,1.0,,
620,curve,0.055,0.2982,8,25,0.0514,0.0375,,,,,,,,,
621,stop,0.085,0.3456,7,29,,,3,,,,,,,,
622,shake,0.085,0.322,6,33,,,,0.0236,2.62,,,,,,
623,zigzag,0.065,0.3715,7,29,,,,,,0.0952,2.12,,,,
624,tilt,0.085,0.2938,7,29,,,,,,,,11.04,1.0,,
625,curve,0.085,0.2503,7,29,0.1794,0.0671,,,,,,,,,
626,stop,0.075,0.3039,7,29,,,2,,,,,,,,
627,shake,0.075,0.2982,7,29,,,,0.0326,2.14,,,,,,
628,zigzag,0.055,0.3448,6,33,,,,,,0.0536,1.13,,,,
629,tilt,0.085,0.352,7,29,,,,,,,,10.88,1.0,,
630,curve,0.075,0.3659,7,29,0.0693,0.0692,,,,,,,,,
631,stop,0.085,0.2779,6,33,,,2,,,,,,,,
632,shake,0.075,0.2444,6,33,,,,0.0356,1.61,,,,,,
633,zigzag,0.085,0.3698,7,29,,,,,,0.0753,2.8,,,,
634,tilt,0.065,0.3593,8,25,,,,,,,,9.9,1.0,,
635,curve,0.075,0.315,7,29,0.0773,0.0768,,,,,,,,,
636,stop,0.065,0.3978,8,25,,,2,,,,,,,,
637,shake,0.085,0.3754,5,40,,,,0.0334,3.62,,,,,,
638,zigzag,0.055,0.2644,5,40,,,,,,0.0508,2.86,,,,
639,tilt,0.075,0.2852,6,33,,,,,,,,6.89,1.0,,
640,curve,0.055,0.2761,5,40,0.1141,0.0798,,,,,,,,,
641,stop,0.075,0.3339,7,29,,,2,,,,,,,,
642,shake,0.075,0.2912,7,29,,,,0.0278,3.65,,,,,,
643,zigzag,0.065,0.331,7,29,,,,,,0.0662,2.61,,,,
644,tilt,0.075,0.3945,7,29,,,,,,,,13.93,0.0,,
645,curve,0.065,0.2704,7,29,0.1005,0.033,,,,,,,,,
646,stop,0.085,0.3977,7,29,,,2,,,,,,,,
647,shake,0.055,0.2504,5,40,,,,0.0416,2.9,,,,,,
648,zigzag,0.055,0.3631,6,33,,,,,,0.0587,2.66,,,,
649,tilt,0.085,0.2929,6,33,,,,,,,,10.4,0.0,,
650,curve,0.075,0.3653,6,33,0.0509,0.0596,,,,,,,,,
651,stop,0.055,0.3852,7,29,,,3,,,,,,,,
652,shake,0.055,0.3851,6,33,,,,0.0288,2.1,,,,,,
653,zigzag,0.055,0.2899,5,40,,,,,,0.1039,2.03,,,,
654,tilt,0.055,0.3095,7,29,,,,,,,,13.31,1.0,,
655,curve,0.065,0.3265,5,40,0.0945,0.073,,,,,,,,,
656,stop,0.055,0.2937,6,33,,,3,,,,,,,,
657,shake,0.085,0.2696,7,29,,,,0.0425,3.64,,,,,,
658,zigzag,0.065,0.2492,6,33,,,,,,0.0754,1.83,,,,
659,tilt,0.055,0.3407,7,29,,,,,,,,8.8,1.0,,
660,curve,0.065,0.3638,5,40,0.167,0.0399,,,,,,,,,
661,stop,0.055,0.3897,8,25,,,3,,,,,,,,
662,shake,0.085,0.2863,5,40,,,,0.0302,3.14,,,,,,
663,zigzag,0.075,0.3676,7,29,,,,,,0.0432,2.98,,,,
664,tilt,0.055,0.2475,5,40,,,,,,,,9.75,2.0,,
665,curve,0.075,0.2528,5,40,0.1097,0.0533,,,,,,,,,
666,stop,0.085,0.3386,8,25,,,3,,,,,,,,
667,shake,0.085,0.2636,5,40,,,,0.0269,2.97,,,,,,
668,zigzag,0.075,0.2514,7,29,,,,,,0.1115,2.67,,,,
669,tilt,0.075,0.3307,5,40,,,,,,,,11.49,0.0,,
670,curve,0.055,0.2435,8,25,0.1146,0.0311,,,,,,,,,
671,stop,0.075,0.3212,6,33,,,2,,,,,,,,
672,shake,0.085,0.3818,5,40,,,,0.0477,3.62,,,,,,
673,zigzag,0.055,0.2594,5,40,,,,,,0.0655,2.44,,,,
674,tilt,0.055,0.2404,7,29,,,,,,,,6.26,0.0,,
675,curve,0.055,0.3027,5,40,0.0709,0.0581,,,,,,,,,
676,stop,0.065,0.3325,7,29,,,2,,,,,,,,
677,shake,0.055,0.316,5,40,,,,0.0306,2.51,,,,,,
678,zigzag,0.075,0.3181,6,33,,,,,,0.1044,2.85,,,,
679,tilt,0.085,0.2737,8,25,,,,,,,,10.51,2.0,,
680,curve,0.075,0.3198,6,33,0.1637,0.0756,,,,,,,,,
681,stop,0.065,0.3767,6,33,,,3,,,,,,,,
682,shake,0.065,0.3278,7,29,,,,0.044,1.66,,,,,,
683,zigzag,0.065,0.3772,5,40,,,,,,0.1065,1.58,,,,
684,tilt,0.055,0.3682,8,25,,,,,,,,8.69,2.0,,
685,curve,0.055,0.2751,8,25,0.0625,0.0409,,,,,,,,,
686,stop,0.075,0.3706,5,40,,,2,,,,,,,,
687,shake,0.055,0.3295,6,33,,,,0.0219,2.77,,,,,,
688,zigzag,0.075,0.3447,8,25,,,,,,0.0663,1.64,,,,
689,tilt,0.085,0.296,8,25,,,,,,,,7.06,1.0,,
690,curve,0.075,0.3895,7,29,0.0667,0.0735,,,,,,,,,
691,stop,0.075,0.3529,6,33,,,2,,,,,,,,
692,shake,0.085,0.3056,6,33,,,,0.0288,1.94,,,,,,
693,zigzag,0.055,0.339,7,29,,,,,,0.0785,1.16,,,,
694,tilt,0.075,0.3975,8,25,,,,,,,,6.16,2.0,,
695,curve,0.075,0.2889,8,25,0.0901,0.0715,,,,,,,,,
696,stop,0.065,0.3866,6,33,,,2,,,,,,,,
697,shake,0.085,0.3634,5,40,,,,0.0228,2.53,,,,,,
698,zigzag,0.085,0.2555,5,40,,,,,,0.0881,2.56,,,,
699,tilt,0.075,0.368,6,33,,,,,,,,12.94,0.0,,
700,curve,0.055,0.3109,7,29,0.1246,0.0511,,,,,,,,,
701,stop,0.085,0.2608,7,29,,,2,,,,,,,,
702,shake,0.055,0.2446,6,33,,,,0.0242,2.64,,,,,,
703,zigzag,0.065,0.2464,8,25,,,,,,0.0837,1.73,,,,
704,tilt,0.065,0.3303,7,29,,,,,,,,10.73,0.0,,
705,curve,0.055,0.3055,5,40,0.0752,0.0734,,,,,,,,,
706,stop,0.075,0.394,6,33,,,2,,,,,,,,
707,shake,0.075,0.3878,6,33,,,,0.0329,2.54,,,,,,
708,zigzag,0.075,0.3169,8,25,,,,,,0.0467,2.86,,,,
709,tilt,0.065,0.2825,6,33,,,,,,,,6.79,2.0,,
710,curve,0.065,0.245,5,40,0.1653,0.0787,,,,,,,,,
711,stop,0.055,0.3589,7,29,,,2,,,,,,,,
712,shake,0.085,0.2676,8,25,,,,0.0265,2.95,,,,,,
713,zigzag,0.085,0.2516,6,33,,,,,,0.0832,1.05,,,,
714,tilt,0.065,0.3401,5,40,,,,,,,,12.81,2.0,,
715,curve,0.085,0.2899,5,40,0.0786,0.0693,,,,,,,,,
716,stop,0.065,0.2937,5,40,,,3,,,,,,,,
717,shake,0.085,0.3969,7,29,,,,0.0394,1.76,,,,,,
718,zigzag,0.055,0.3917,5,40,,,,,,0.0934,1.98,,,,
719,tilt,0.065,0.3628,6,33,,,,,,,,13.28,1.0,,
720,curve,0.075,0.2741,7,29,0.0596,0.0418,,,,,,,,,
721,stop,0.085,0.352,5,40,,,3,,,,,,,,
722,shake,0.075,0.3075,7,29,,,,0.0423,1.62,,,,,,
723,zigzag,0.055,0.271,8,25,,,,,,0.0527,2.08,,,,
724,tilt,0.055,0.2544,7,29,,,,,,,,9.81,1.0,,
725,curve,0.065,0.3242,7,29,0.1737,0.0264,,,,,,,,,
726,stop,0.085,0.3945,7,29,,,2,,,,,,,,
727,shake,0.075,0.3536,6,33,,,,0.0236,3.25,,,,,,
728,zigzag,0.055,0.2547,6,33,,,,,,0.0987,2.12,,,,
729,tilt,0.055,0.304,8,25,,,,,,,,6.54,1.0,,
730,curve,0.065,0.3633,5,40,0.1067,0.0665,,,,,,,,,
731,stop,0.065,0.3059,5,40,,,2,,,,,,,,
732,shake,0.065,0.2478,8,25,,,,0.0262,3.17,,,,,,
733,zigzag,0.075,0.347,8,25,,,,,,0.1079,2.94,,,,
734,tilt,0.075,0.2995,6,33,,,,,,,,8.51,2.0,,
735,curve,0.065,0.3478,6,33,0.0505,0.0701,,,,,,,,,
736,stop,0.065,0.2408,5,40,,,3,,,,,,,,
737,shake,0.065,0.2805,7,29,,,,0.0313,2.16,,,,,,
738,zigzag,0.075,0.3021,5,40,,,,,,0.0801,2.93,,,,
739,tilt,0.065,0.258,5,40,,,,,,,,6.11,0.0,,
740,curve,0.075,0.3563,7,29,0.101,0.0488,,,,,,,,,
741,stop,0.085,0.3401,7,29,,,3,,,,,,,,
742,shake,0.075,0.2824,8,25,,,,0.0387,2.59,,,,,,
743,zigzag,0.075,0.2942,8,25,,,,,,0.0755,1.34,,,,
744,tilt,0.085,0.3675,5,40,,,,,,,,12.84,1.0,,
745,curve,0.065,0.3072,7,29,0.1204,0.0358,,,,,,,,,
746,stop,0.065,0.3944,7,29,,,2,,,,,,,,
747,shake,0.055,0.2587,5,40,,,,0.0407,2.96,,,,,,
748,zigzag,0.065,0.3891,8,25,,,,,,0.1096,1.75,,,,
749,tilt,0.085,0.3828,7,29,,,,,,,,6.22,1.0,,
750,curve,0.075,0.2725,7,29,0.0983,0.0352,,,,,,,,,
751,stop,0.085,0.3853,6,33,,,3,,,,,,,,
752,shake,0.065,0.3028,7,29,,,,0.0404,3.89,,,,,,
753,zigzag,0.085,0.3574,6,33,,,,,,0.0716,1.97,,,,
754,tilt,0.065,0.3985,5,40,,,,,,,,6.05,2.0,,
755,curve,0.055,0.3504,7,29,0.0975,0.0587,,,,,,,,,
756,stop,0.055,0.3536,5,40,,,2,,,,,,,,
757,shake,0.055,0.352,8,25,,,,0.0281,3.25,,,,,,
758,zigzag,0.065,0.3255,8,25,,,,,,0.0768,1.08,,,,
759,tilt,0.055,0.2475,5,40,,,,,,,,11.33,0.0,,
760,curve,0.075,0.3947,8,25,0.1127,0.0731,,,,,,,,,
761,stop,0.065,0.2418,6,33,,,3,,,,,,,,
762,shake,0.075,0.3552,8,25,,,,0.0359,3.01,,,,,,
763,zigzag,0.075,0.3521,6,33,,,,,,0.0797,2.8,,,,
764,tilt,0.075,0.3003,5,40,,,,,,,,7.97,1.0,,
765,curve,0.085,0.2671,6,33,0.1664,0.0386,,,,,,,,,
766,stop,0.075,0.3222,8,25,,,3,,,,,,,,
767,shake,0.085,0.3586,7,29,,,,0.0214,2.24,,,,,,
768,zigzag,0.075,0.3066,7,29,,,,,,0.0541,2.5,,,,
769,tilt,0.055,0.3034,7,29,,,,,,,,10.75,1.0,,
770,curve,0.075,0.2956,8,25,0.1041,0.0584,,,,,,,,,
771,stop,0.055,0.2967,7,29,,,2,,,,,,,,
772,shake,0.075,0.2979,7,29,,,,0.0441,1.68,,,,,,
773,zigzag,0.065,0.3376,7,29,,,,,,0.0921,2.24,,,,
774,tilt,0.055,0.3859,7,29,,,,,,,,7.99,1.0,,
775,curve,0.065,0.3791,5,40,0.0654,0.0711,,,,,,,,,
776,stop,0.065,0.2958,5,40,,,3,,,,,,,,
777,shake,0.075,0.2467,6,33,,,,0.0463,1.64,,,,,,
778,zigzag,0.075,0.379,6,33,,,,,,0.0956,1.98,,,,
779,tilt,0.065,0.3073,7,29,,,,,,,,12.9,2.0,,
780,curve,0.085,0.368,7,29,0.0633,0.0666,,,,,,,,,
781,stop,0.075,0.3583,8,25,,,3,,,,,,,,
782,shake,0.085,0.3093,8,25,,,,0.0257,3.93,,,,,,
783,zigzag,0.055,0.3037,7,29,,,,,,0.0735,1.92,,,,
784,tilt,0.055,0.356,6,33,,,,,,,,11.17,0.0,,
785,curve,0.055,0.311,5,40,0.1643,0.0478,,,,,,,,,
786,stop,0.085,0.327,5,40,,,2,,,,,,,,
787,shake,0.065,0.2677,8,25,,,,0.0216,2.54,,,,,,
788,zigzag,0.065,0.2484,6,33,,,,,,0.0663,1.17,,,,
